# index, name, full_name, locality, group, is_host, _pos
25815,Glossidium pedatum,,,Teleostei,0,"array([92.35821862, -2.25756186])"
25816,Haploporus lossii,,,NA,0,"array([ 62.91894918, -26.89166572])"
25817,Haplorchis pleurolophocerca,,,Mammalia,0,"array([ 31.76743868, -15.37611097])"
25818,Pirenella conica,"Heterophyes heterophyes (Siebold, 1853)",South Korea,Trematoda,1,"array([ 37.74962677, -38.52891169])"
25819,Milvus aegyptius,"Heterophyes pallidus Looss, 1902",Egypt,Trematoda,1,"array([439.27574299, 160.00216209])"
25820,Heterophyes pallidus,,,NA,0,"array([436.91442163, 161.49447651])"
25821,Lasiotocus niloticus,,,Teleostei,0,"array([ 55.86259562, -10.77740235])"
25822,Lecithobotrys helmymohamedi,,,NA,0,"array([ 63.41315258, -24.01304762])"
25823,Lecithodendrium granulosum,,,Mammalia,0,"array([ -6.52097531, -95.94165867])"
25824,Lecithodendrium hirsutum,,,Mammalia,0,"array([  -2.10442342, -117.12458051])"
25825,Lepoderma ramlianum,,,NA,0,"array([ 41.25788609, -40.8816849 ])"
25826,Nematobothrium labeonis,,,NA,0,"array([-307.33296407,  431.29514574])"
25827,Neohaploporus qarumensis,,,NA,0,"array([ 61.82965434, -26.92073617])"
25828,Neosaccocoelium aegyptiacus,,,NA,0,"array([ 64.17344875, -26.96173136])"
25829,Nephrostomum ramosum,,,Aves,0,"array([ -6.56589229, -14.58765735])"
25830,Paramasenia rifaati,,,Teleostei,0,"array([112.37128463,   6.73108608])"
25831,Philophthalmus palpebrarum,,,Aves,0,"array([ 13.67237944, -21.57328023])"
25832,Milvus parasiticus,"Philophthalmus palpebrarum Looss, 1899",Egypt,Trematoda,1,"array([ 18.17769347, -27.42844172])"
25833,Philopinna aegyptica,,,NA,0,"array([-302.88975994,  426.62823315])"
25834,Plagiorchis ramlianus,,,NA,0,"array([ 55.0940723 , -55.07209617])"
25835,Proctocaecum knobus,,,Teleostei,0,"array([121.03578439,   9.65892627])"
25836,Proctocaecum niloticum,,,Teleostei,0,"array([121.15736478,  11.40106313])"
25837,Proctocaecum vicinum,,,NA,0,"array([504.52692494, -18.20851999])"
25838,Prohemistomum vivax,,,Mammalia,0,"array([ 47.43729725, -26.60436919])"
25839,Prosthodendrium glandulosum,,,Mammalia,0,"array([ -11.49995367, -117.03862667])"
25840,Rhinopoma hardwicki,"Prosthodendrium (Paralecithodendrium) ovimagnosum (Bhalerao, 1926)",Oriental,Trematoda,1,"array([ -11.55743662, -114.25513737])"
25841,Pycnoporus heteroporus,,,Mammalia,0,"array([ -8.97937519, -96.19686212])"
25842,Pycnoporus mansouri,,,NA,0,"array([ -0.50590684, -97.43804426])"
25843,Pycnoporus acetabulatus,,,Mammalia,0,"array([ -6.58766173, -87.04776295])"
25844,Saccocoelioides elgindyi,,,NA,0,"array([ 62.39404941, -25.2112945 ])"
25845,Saccocoelium gohari,,,NA,0,"array([59.66833485, -4.11709803])"
25846,Mugil chelo,"Saccocoelium tensum Looss, 1902",Egypt,Trematoda,1,"array([61.86294831,  2.66519573])"
25847,Saccocoelium saoudi,,,NA,0,"array([ 61.04085408, -27.76941176])"
25848,Sanguinicola chalmersi,,,Teleostei,0,"array([108.60510167,   3.23855509])"
25849,Sanguinicola clarias,,,Teleostei,0,"array([96.86331061, -1.2207103 ])"
25850,Sphaeridiotrema szidati,,,NA,0,"array([ 83.29927585, -60.19255929])"
25851,Stellantchasmus pseudocirratus,,,Teleostei,0,"array([ 50.56194536, -14.04215435])"
25852,Sterrhurus magnicaudatus,,,NA,0,"array([-300.09678006,  428.90342   ])"
25853,Unicoelium fayoumensis,,,NA,0,"array([ 63.98373478, -23.1477057 ])"
25854,Unisaccus elnaffari,,,NA,0,"array([ 62.11277105, -28.3218386 ])"
25855,Xiphidiocercaria virgulate,,,NA,0,"array([ 82.1026346 , -61.61263889])"
25856,Cotylurus variegatus,,,Teleostei,0,"array([24.7476127 , 10.58857517])"
25857,Diplostomum gasterostei,,,Teleostei,0,"array([27.53081889,  0.80134515])"
25858,Diplostomum phoxini,,,Teleostei,0,"array([25.6775253 , -7.80467442])"
25859,Diplostomum pseudobaeri,,,NA,0,"array([32.09283371,  5.97604538])"
25860,Tetracotyle percae-fluviatilis,,,NA,0,"array([35.7274964 ,  7.79805335])"
25861,Tetracotyle variegatus,,,Teleostei,0,"array([35.80731221, 12.19170767])"
25862,Glossiphonia complanata,"Apatemon (Australapatemon) minor Yamaguti, 1933",Western Europe,Trematoda,1,"array([ 16.09392704, -22.89674947])"
25863,Glossiphonia heteroclita,"Apatemon (Australapatemon) minor Yamaguti, 1933",Western Europe,Trematoda,1,"array([ 18.75420494, -22.33553948])"
25864,Brachylaima oesophagei,,,Mammalia,0,"array([ -5.231263  , -64.08763549])"
25865,Cercaria chiselhurstensis,,,Gastropoda,0,"array([ 21.8600523 , -33.04480653])"
25866,Valvata piscinalis,"Ichthyocotylurus variegatus (Creplin, 1825)",Western Europe,Trematoda,1,"array([ 19.57254512, -10.54957334])"
25867,Echinostoma apiculatum,,,Aves,0,"array([-14.90108236, -34.57969874])"
25868,Learedius europaeus,,,Reptilia,0,"array([-33.50045673,  74.80980193])"
25869,Gibbula umbilicalis,"Lecithochirium furcolabiatum (Jones, 1933)",Western Europe,Trematoda,1,"array([50.45240961, 27.49512682])"
25870,Ligia oceanica,"Maritrema linguilla Jagerskiold, 1908",Western Europe,Trematoda,1,"array([ 3.40757889, 49.37495481])"
25871,Metacercaria mytili,,,Bivalvia,0,"array([16.33770135, 20.57120618])"
25872,Opisthioglyphe rastellus,,,Amphibia,0,"array([ -0.96188218, -43.23000797])"
25873,Paramphistomum hiberniae,,,NA,0,"array([ 35.56976284, -46.81187553])"
25874,Plagioporus varius,,,Teleostei,0,"array([45.13410051, 17.48078494])"
25875,Artyfechinostomum africanum,,,NA,0,"array([-425.00058706, -360.93641719])"
25876,Bulinus octoploidus,"Calicophoron microbothrium (Fischoeder, 1901)",Ethiopia (incl. Dhibouti),Trematoda,1,"array([ 70.46868907, -64.04914446])"
25877,Tragelaphus buxtoni,"Cotylophoron cotylophorum (Fischoeder, 1901)",Ethiopia (incl. Dhibouti),Trematoda,1,"array([ 71.95608181, -72.48392425])"
25878,Xenopus clivii,"Dollfuschella rodhaini Vercammen-Grandjean, 1960",Ethiopia (incl. Dhibouti),Trematoda,1,"array([  40.61033686, -131.04695052])"
25879,Notocotylus aegyptiacus,,,Aves,0,"array([ -5.62682986, -13.32438227])"
25880,Pseudamphistomum aethiopicum,,,Mammalia,0,"array([ 45.73598962, -36.94633968])"
25881,Planorbis adowensis,"Schistosoma mansoni Sambon, 1907",Ethiopia (incl. Dhibouti),Trematoda,1,"array([ 34.04942565, -61.20395485])"
25882,Acanthatrium chosenicum,,,Mammalia,0,"array([ -19.30908394, -110.53391212])"
25883,Acanthatrium formosanum,,,Mammalia,0,"array([ -23.47660787, -115.14482316])"
25884,Myotis muricola,"Acanthatrium formosanum Kifune, 1985",Taiwan,Trematoda,1,"array([ -31.09031945, -124.27040184])"
25885,Acanthatrium hitaensis,,,NA,0,"array([ -10.56828629, -122.50772389])"
25886,Acanthatrium macyi,,,Mammalia,0,"array([ -18.18465077, -113.18701675])"
25887,Acanthatrium papilligerum,,,Mammalia,0,"array([  -8.24506556, -116.92088289])"
25888,Acanthatrium setoense,,,Mammalia,0,"array([ -15.33608085, -113.28966584])"
25889,Acanthoparyphium charadrii,,,Aves,0,"array([-27.33195437,  12.14838566])"
25890,Acanthoparyphium kurogamo,,,Mammalia,0,"array([ 18.63229849, -16.48369802])"
25891,Acanthoparyphium marillae,,,Aves,0,"array([ 3.238329  , -2.93738861])"
25892,Acanthoparyphium melanitta,,,Aves,0,"array([10.2672592 ,  0.26242994])"
25893,Acanthoparyphium squatarolae,,,Aves,0,"array([-12.48266047,  12.30396497])"
25894,Acanthoparyphium tyosenense,,,NA,0,"array([ 58.71713484, -41.55651349])"
25895,Mactra veneriformis,"Parvatrema chaii Sohn,Ryang & Ching, 2002",South Korea,Trematoda,1,"array([ 74.58432814, -47.60952046])"
25896,Neverita bicolor,"Acanthoparyphium tyosenense Yamaguti, 1939",South Korea,Trematoda,1,"array([ 71.00621951, -45.93388518])"
25897,Solen grandis,"Acanthoparyphium tyosenense Yamaguti, 1939",South Korea,Trematoda,1,"array([ 71.50012475, -43.43891102])"
25898,Acanthotrema felis,,,Mammalia,0,"array([ 34.25276512, -34.07210659])"
25899,Moroco percnurus,"Allocreadium tosai Shimazu, 1988",Japan,Trematoda,1,"array([55.49649754,  3.93860643])"
25900,Allocreadium brevivitellatum,,,NA,0,"array([65.474899  ,  5.09485482])"
25901,Chaenogobius annularis,"Opecoelus ukigori Shimazu, 1988",Japan,Trematoda,1,"array([ 58.40460262, -14.50533407])"
25902,Allocreadium gotoi,,,NA,0,"array([ 54.45852321, -22.47063169])"
25903,Gnathopogon elongatus,"Centrocestus caninus Leiper, 1913",Taiwan,Trematoda,1,"array([ 47.29283424, -21.7759031 ])"
25904,Pisidium nikkoense,"Allocreadium gotoi (Hasegawa & Ozaki, 1926)",Japan,Trematoda,1,"array([ 64.70193903, -29.32652402])"
25905,Opsariichthys unirostris,"Allocreadium hasu Ozaki, 1926",Japan,Trematoda,1,"array([ 63.70044613, -20.53402316])"
25906,Allocreadium japonicum,,,NA,0,"array([ 42.44793197, -14.62014346])"
25907,Tribolodon taczanowskii,"Metagonimus yokogawai (Katsurada, 1912)",South Korea,Trematoda,1,"array([ 36.63683267, -17.19006008])"
25908,Allocreadium tosai,,,Teleostei,0,"array([41.32520374,  4.10546851])"
25909,Allocreadium tribolodontis,,,Teleostei,0,"array([44.72571714, -6.09335079])"
25910,Allodiplostomum scolopacis,,,Aves,0,"array([-31.40928421,   2.84645908])"
25911,Allodiplostomum shiraishii,,,Aves,0,"array([-62.54313079,  28.70826588])"
25912,Anapalaeorchis hamajimai,,,Teleostei,0,"array([ 58.27002092, -34.22306155])"
25913,Apatemon fuligulae,,,NA,0,"array([ 6.5090836 , -8.79033938])"
25914,Apatemon japonicus,,,Aves,0,"array([  1.05506572, -20.8785239 ])"
25915,Apatemon parvitestis,,,Aves,0,"array([ 11.9598417 , -18.01543499])"
25916,Apatemon pellucidus,,,Teleostei,0,"array([50.12550272, -2.94240096])"
25917,Nemachilus toni,"Echinostoma hortense Asada, 1926",Japan,Trematoda,1,"array([36.89010964, -6.51434368])"
25918,Apharyngostrigea ardeolina,,,Aves,0,"array([ 25.91519969, -11.95099293])"
25919,Chrysiptera cyanea,"Aponurus rhinoplagusiae Yamaguti, 1934",Japan,Trematoda,1,"array([86.42922861, 19.5660424 ])"
25920,Pomacentrus philippinus,"Thulinia microrchis (Yamaguti, 1934)",Pacific Ocean,Trematoda,1,"array([95.13158572, 32.88608928])"
25921,Hemibarbus longirostris,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 52.12722973, -19.75016337])"
25922,Leuciscus hakonensis,"Pseudexorchis major (Hasegawa, 1935)",Japan,Trematoda,1,"array([ 36.9410425 , -12.93502891])"
25923,Moroco steindachneri,"Metagonimus miyatai Saito, Chai, Kim, Lee & Rim, 1997",South Korea,Trematoda,1,"array([ 43.95348235, -19.15075017])"
25924,Azygia perryi,,,Teleostei,0,"array([36.80337961, 13.86957338])"
25925,Takifugu niphobles,"Bianium hemistoma (Ozaki, 1928)",Pacific Ocean,Trematoda,1,"array([88.09047012, 81.24804272])"
25926,Takifugu poecilonotus,"Bianium hemistoma (Ozaki, 1928)",Pacific Ocean,Trematoda,1,"array([89.14765501, 80.5376675 ])"
25927,Takifugu vermicularis,"Bianium hemistoma (Ozaki, 1928)",Pacific Ocean,Trematoda,1,"array([89.22292623, 79.33678216])"
25928,Brachydistomum microscelis,,,Aves,0,"array([-88.81450287, -34.00817389])"
25929,Eophona personata,"Brachylecithum (Brachylecithum) eophonae (Yamaguti, 1941)",Japan,Trematoda,1,"array([-109.88250463,   35.03255351])"
25930,Brachylaima eophona,,,NA,0,"array([-115.66899337,   38.5110786 ])"
25931,Brachylaima syrmatici,,,Aves,0,"array([-39.73554062, -36.51928391])"
25932,Brachylaima tokudai,,,Mammalia,0,"array([ 30.40734813, -39.31856521])"
25933,Brachylecithum emberizae,,,Aves,0,"array([-33.37053502, -33.1077636 ])"
25934,Turdus obscurus,"Brachylecithum (Brachylecithoides) attenuatum (Dujardin, 1845)",Japan,Trematoda,1,"array([-44.12429677, -30.62573508])"
25935,Halcyon coromanda,"Proacetabulorchis prashadi Gogate, 1940",Japan,Trematoda,1,"array([-106.20014031,    7.25576751])"
25936,Bucephalopsis ovatus,,,Teleostei,0,"array([70.45549258, -9.78407886])"
25937,Plagiotremus laudandus,"Bucephalopsis ovatus Ozaki, 1928",Japan,Trematoda,1,"array([ 82.53317183, -11.31903919])"
25938,Plagiotremus tapeinosoma,"Paragyliauchen chaetodontis Yamaguti, 1935",Japan,Trematoda,1,"array([86.44787859, -0.16573076])"
25939,Cestrea gigas,"Bucephalus itabo Ozaki, 1952",Japan,Trematoda,1,"array([94.04582233, 25.65450827])"
25940,Pictada martensi,"Bucephalus margaritae Ozaki & Ishibashi, 1934",Japan,Trematoda,1,"array([68.52206761, 14.91339813])"
25941,Gyraulus pulcher,"Fischoederius elongatus (Poirier, 1883)",Japan,Trematoda,1,"array([ 54.56692579, -56.89751451])"
25942,Culter brevicauda,"Echinochasmus japonicus Tanabe, 1926",South Korea,Trematoda,1,"array([ 45.783951  , -18.76095354])"
25943,Catatropis cygni,,,Aves,0,"array([ -8.91164045, -27.02949594])"
25944,Catatropis hiskui,,,Aves,0,"array([-11.92472576, -16.41010737])"
25945,Centrocestus armatus,,,NA,0,"array([ 29.2310849 , -13.34298619])"
25946,Paracheilognathus rhombea,Metacercaria hasegawai,South Korea,Trematoda,1,"array([ 38.20455702, -16.07869072])"
25947,Rhodeus atremius,"Exorchis oviformis Kobayashi, 1918",Japan,Trematoda,1,"array([ 38.11148628, -17.14460848])"
25948,Rhodeus oryzae,"Pseudexorchis major (Hasegawa, 1935)",Japan,Trematoda,1,"array([ 38.36800735, -15.24591891])"
25949,Rhodeus uyekii,Metacercaria hasegawai,South Korea,Trematoda,1,"array([ 35.18724258, -14.81914071])"
25950,Channa formosana,"Centrocestus caninus Leiper, 1913",Taiwan,Trematoda,1,"array([ 46.17720952, -25.23676285])"
25951,Cyprinus auratus,"Centrocestus caninus Leiper, 1913",Taiwan,Trematoda,1,"array([ 45.95926844, -26.21333712])"
25952,Thiara scabra,"Pseudexorchis major (Hasegawa, 1935)",Japan,Trematoda,1,"array([ 43.26252517, -14.23096347])"
25953,Centrocestus kurokawai,,,Mammalia,0,"array([ 42.13157903, -29.93588575])"
25954,Amyda maakii,"Cephalogonimus japonicus Ogata, 1934",South Korea,Trematoda,1,"array([-117.71910762,  -53.52195536])"
25955,Cephalouterina leoi,,,Amphibia,0,"array([ 35.86059359, -20.58670118])"
25956,Cercaria elegans,,,NA,0,"array([88.4499526 , 38.12540065])"
25957,Cercaria kuntzi,,,NA,0,"array([ 47.1778808 , -45.99945568])"
25958,Perna viridis,"Cercaria pernaviridis Tang, 1992",South China Sea,Trematoda,1,"array([-84.36818133, 465.49722929])"
25959,Cercaria pernaviridis,,,NA,0,"array([-83.26141299, 464.02083167])"
25960,Batillaria cumingii,"Cercaria hosoumininae Shimura & Ito, 1980",Sea of Japan,Trematoda,1,"array([ 98.83125697, -54.72811482])"
25961,Cercaria shikokuensis,,,NA,0,"array([ 81.92788936, -46.01043528])"
25962,Cerithidea rhizophorarum,"Cercaria longicauda Tang, 1990",South China Sea,Trematoda,1,"array([ 78.11325584, -44.93437442])"
25963,Ceryle lugubris,"Uvulifer gracilis Yamaguti, 1934",Japan,Trematoda,1,"array([514.40244876, 245.80809639])"
25964,Cercocotyla cerylis,,,NA,0,"array([511.61968822, 246.97306775])"
25965,Acheilognathus koreensis,"Clinostomum complanatum (Rudolphi, 1810)",South Korea,Trematoda,1,"array([ 26.53776153, -11.2397446 ])"
25966,Acheilognathus yamatsutae,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 33.35407241, -13.5211018 ])"
25967,Carassius cuvieri,"Clinostomum complanatum (Rudolphi, 1810)",Japan,Trematoda,1,"array([ 25.6078546 , -10.34921482])"
25968,Carassius gibelio,"Clinostomum complanatum (Rudolphi, 1810)",Japan,Trematoda,1,"array([33.07750214, -8.97377233])"
25969,Cobitis sinensis,"Clinostomum complanatum (Rudolphi, 1810)",South Korea,Trematoda,1,"array([ 27.41759617, -10.58371411])"
25970,Ixobrychus sinensis,"Clinostomum complanatum (Rudolphi, 1810)",Japan,Trematoda,1,"array([ 29.30583491, -12.27007303])"
25971,Microphysogobio yaluensis,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 34.21855088, -13.26477849])"
25972,Pungtungia herzi,"Exorchis oviformis Kobayashi, 1918",South Korea,Trematoda,1,"array([ 34.80847392, -14.13942168])"
25973,Rhodeus lanceolatus,"Clinostomum complanatum (Rudolphi, 1810)",Japan,Trematoda,1,"array([24.43818576, -9.87224185])"
25974,Squalidus chankaensis,"Echinochasmus japonicus Tanabe, 1926",South Korea,Trematoda,1,"array([ 33.93107984, -14.36735587])"
25975,Squalidus gracilis,"Clinostomum complanatum (Rudolphi, 1810)",South Korea,Trematoda,1,"array([27.01770124, -9.63849963])"
25976,Squalidus japonicus,"Echinochasmus japonicus Tanabe, 1926",South Korea,Trematoda,1,"array([ 35.02583012, -13.35763632])"
25977,Cloacitrema ovatum,,,Aves,0,"array([-2.55885353, -1.32299303])"
25978,Abbottina psegma,"Clonorchis sinensis (Cobbold, 1875)",Japan,Trematoda,1,"array([ 53.88537346, -23.97841268])"
25979,Acanthorhodeus gracilis,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 54.68192569, -25.30424811])"
25980,Acanthorhodeus macropterus,"Echinostoma hortense Asada, 1926",South Korea,Trematoda,1,"array([ 37.63205286, -22.82232535])"
25981,Acheilognathus cyanostigma,"Liolope copulans Cohn, 1902",Japan,Trematoda,1,"array([ 45.84549659, -22.81937179])"
25982,Acheilognathus himantegus,"Clonorchis sinensis (Cobbold, 1875)",Taiwan,Trematoda,1,"array([ 52.38385701, -21.39500752])"
25983,Acheilognathus limbata,Metacercaria hasegawai,South Korea,Trematoda,1,"array([ 40.22634819, -18.24116361])"
25984,Aphyocypris kikuchii,"Clonorchis sinensis (Cobbold, 1875)",Taiwan,Trematoda,1,"array([ 53.89499969, -24.76874171])"
25985,Biwia zezera,"Clonorchis sinensis (Cobbold, 1875)",Japan,Trematoda,1,"array([ 51.13726068, -22.89928873])"
25986,Bulimus striatulus,"Clonorchis sinensis (Cobbold, 1875)",Japan,Trematoda,1,"array([ 53.74716879, -21.95496652])"
25987,Cobitis rotundicaudata,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 51.82355953, -22.23869498])"
25988,Coreobagrus brevicorpus,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 50.61664757, -20.76204565])"
25989,Coreoperca herzi,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 53.98353305, -20.19789648])"
25990,Cultriculus eigenmanni,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 53.93778168, -26.51018901])"
25991,Erythroculter erythropteris,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 55.54828014, -22.85310115])"
25992,Gabbia misella,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 53.87227298, -19.15280988])"
25993,Gnathopogon atromaculatus,"Opisthorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 40.74512118, -20.25024034])"
25994,Gnathopogon coreanus,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 54.9797998 , -20.52742469])"
25995,Gnathopogon majimae,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 51.78653401, -25.11099398])"
25996,Gnathopogon mayedae,"Clonorchis sinensis (Cobbold, 1875)",Japan,Trematoda,1,"array([ 52.9178161 , -22.80561001])"
25997,Hemiculter akoensis,"Clonorchis sinensis (Cobbold, 1875)",Taiwan,Trematoda,1,"array([ 52.95709077, -18.94975313])"
25998,Hemiculter macrolepis,"Clonorchis sinensis (Cobbold, 1875)",Taiwan,Trematoda,1,"array([ 54.72056415, -21.44288012])"
25999,Hemigrammocypris rasborella,"Clonorchis sinensis (Cobbold, 1875)",Japan,Trematoda,1,"array([ 54.78660367, -23.38271604])"
26000,Leucogobio gracilis,"Exorchis oviformis Kobayashi, 1918",Japan,Trematoda,1,"array([ 44.20897585, -17.91594914])"
26001,Microphysogobio koreensis,"Exorchis oviformis Kobayashi, 1918",South Korea,Trematoda,1,"array([ 38.32926858, -18.70525605])"
26002,Odontobutis platycephala,"Plagiorchis muris Tanabe, 1922",South Korea,Trematoda,1,"array([ 27.54771798, -28.62892618])"
26003,Opsariichthys biolens,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 50.35590824, -26.85904943])"
26004,Parapelecus eigenmanni,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 54.75802828, -19.60510917])"
26005,Pseudobagrus brevicorpus,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 50.01469919, -25.88365185])"
26006,Pseudoperilampus notatus,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 50.31390122, -22.87993284])"
26007,Pseudoperilampus typus,"Clonorchis sinensis (Cobbold, 1875)",Japan,Trematoda,1,"array([ 56.38243259, -24.5597991 ])"
26008,Sarcocheilichthys kobayashii,"Clonorchis sinensis (Cobbold, 1875)",South Korea,Trematoda,1,"array([ 51.99451615, -23.14155784])"
26009,Sinogobio biwae,"Clonorchis sinensis (Cobbold, 1875)",Japan,Trematoda,1,"array([ 49.97076313, -24.68609176])"
26010,Thiara granifera,"Centrocestus formosanus (Nishigori, 1924)",Venezuela,Trematoda,1,"array([ 40.40054986, -25.80897358])"
26011,Coeuritrema ocadiae,,,NA,0,"array([-49.93369887, 108.77642504])"
26012,Tridentiger obscurus,"Coitocaecum orthorchis Ozaki, 1926",South China Sea,Trematoda,1,"array([ 46.89719846, -16.31665621])"
26013,Bryttosus kawamebara,"Coitocaecum plagiorchis Ozaki, 1926",Pacific Ocean,Trematoda,1,"array([ 64.60170811, -15.45609957])"
26014,Chaenogobius isoza,"Coitocaecum plagiorchis Ozaki, 1926",Japan,Trematoda,1,"array([ 65.06820157, -18.81376003])"
26015,Coreoperca kawamebari,"Echinostoma hortense Asada, 1926",South Korea,Trematoda,1,"array([ 41.31229641, -19.3121795 ])"
26016,Cottus ohmiensis,"Coitocaecum plagiorchis Ozaki, 1926",Japan,Trematoda,1,"array([ 64.01972837, -19.35274494])"
26017,Concinnum ten,,,Mammalia,0,"array([ 22.2868731 , -37.17089603])"
26018,Corpopyrum capellae,,,Aves,0,"array([-27.82749927,  19.75016598])"
26019,Corpopyrum longisaculatum,,,Aves,0,"array([-20.61510743,  -6.72255617])"
26020,Cotylurus ban,,,Aves,0,"array([-15.83686953, -11.92276806])"
26021,Crepidostomum chaenogobii,,,Teleostei,0,"array([56.19080839, -4.46088292])"
26022,Cottus amblystomopsis,"Crepidostomum chaenogobii Yamaguti & Matumura, 1942",Japan,Trematoda,1,"array([65.86580386, -7.00389445])"
26023,Cottus hangiongensis,"Crepidostomum chaenogobii Yamaguti & Matumura, 1942",Japan,Trematoda,1,"array([65.14135088, -3.75931194])"
26024,Crepidostomum salmonis,,,Teleostei,0,"array([49.66575348, 21.22587866])"
26025,Crepidostomum uchimii,,,Teleostei,0,"array([46.99806398,  7.23844818])"
26026,Polypedates buergeri,"Pleurogenes lobatus Ozaki, 1926",Japan,Trematoda,1,"array([ -8.33517912, -70.92368978])"
26027,Cryptotrema kuretanii,,,NA,0,"array([-11.75291632, -80.0775857 ])"
26028,Cyathocotyle teganuma,,,Aves,0,"array([-4.94549221, 10.49705597])"
26029,Cyclocoelum dollfusi,,,NA,0,"array([-28.45063363, -38.37588955])"
26030,Cyclocoelum japonicum,,,Aves,0,"array([-33.00578063, -23.90877732])"
26031,Oreocincla dauma,"Cyclocoelum obscurum (Leidy, 1887)",Japan,Trematoda,1,"array([-23.17040168,   2.79253817])"
26032,Cyclocoelum toratsugumi,,,NA,0,"array([-1.82020142, -1.03796342])"
26033,Cyclocoelum turusigi,,,Aves,0,"array([-20.02807036,  -6.01406907])"
26034,Gyraulus heimantium,"Diplodiscus amphichrus Tubangui, 1933",Philippines,Trematoda,1,"array([  7.82730757, -51.02675753])"
26035,Segmentina nitidella,"Paramphistomum gotoi Fukui, 1922",Japan,Trematoda,1,"array([ 16.28602164, -40.55376017])"
26036,Paramesotriton deloustali,"Phyllodistomum pulmonalis Matskasi, 1990",Vietnam,Trematoda,1,"array([  9.85623956, -75.01315222])"
26037,Pila globosa,"Diplodiscus mehrai Pande, 1937",Oriental,Trematoda,1,"array([  7.06043906, -59.74318015])"
26038,Rana lima,"Diplodiscus mehrai Pande, 1937",Far East,Trematoda,1,"array([ -2.61372418, -57.3147025 ])"
26039,Indirana longicrus,"Diplodiscus mehrai Pande, 1937",Taiwan,Trematoda,1,"array([ 12.37008626, -48.48375048])"
26040,Cynops pyrrhogaster,"Diplodiscus subclavatus (Pallas, 1760)",Japan,Trematoda,1,"array([ 10.14503982, -37.05821628])"
26041,Diplostomum vanelli,,,Aves,0,"array([-21.44204185,  -9.55309829])"
26042,Echinochasmus gorsakii,,,Aves,0,"array([-22.2390699 ,   5.23164637])"
26043,Salanx microdon,"Echinochasmus japonicus Tanabe, 1926",Japan,Trematoda,1,"array([ 44.6477573 , -23.72647851])"
26044,Echinochasmus milvi,,,Teleostei,0,"array([ 32.86801558, -14.39335164])"
26045,Pungtungia hilgendorfi,"Metagonimus yokogawai (Katsurada, 1912)",Japan,Trematoda,1,"array([ 39.47796739, -15.51800019])"
26046,Lethenteron reissneri,"Echinostoma hortense Asada, 1926",Japan,Trematoda,1,"array([ 35.3701772 , -24.27926584])"
26047,Echinochasmus tobi,,,Teleostei,0,"array([ 30.59635013, -22.84150185])"
26048,Hirundo dauricaa,"Euparyphium hirundonis Fischthal & Kuntz, 1976",Taiwan,Trematoda,1,"array([-481.62928423,  -83.46398743])"
26049,Echinoparyphium hirundonis,,,NA,0,"array([-480.47210837,  -85.72489358])"
26050,Echinoparyphium japonicum,,,Mammalia,0,"array([ 30.70649288, -32.11158959])"
26051,Halaphanolaimus norvegicus,"Echinostoma macrorchis Ando & Ozaki, 1923",Japan,Trematoda,1,"array([ 22.30502852, -35.25434697])"
26052,Echinoparyphium phalacrocoracis,,,NA,0,"array([ 26.52653394, -10.45972018])"
26053,Lymnaea ollula,"Echinoparyphium recurvatum (Linstow, 1873)",Taiwan,Trematoda,1,"array([ 13.43809884, -26.61217081])"
26054,Lymnaea swinhoei,"Trichobilharzia anatina Fain, 1955",Vietnam,Trematoda,1,"array([ 19.30634185, -26.71729543])"
26055,Echinostoma anseris,,,Aves,0,"array([ -1.02516644, -17.80356161])"
26056,Lymnaea japonica,"Echinostoma revolutum (Froehlich, 1802)",Oriental,Trematoda,1,"array([ 22.43412042, -36.03252034])"
26057,Echinostoma corvi,,,Aves,0,"array([-16.351161  , -20.92358834])"
26058,Moroco oxycephalus,"Echinostoma hortense Asada, 1926",South Korea,Trematoda,1,"array([ 37.77402122, -24.11697395])"
26059,Puntungia herzi,"Plagiorchis muris Tanabe, 1922",South Korea,Trematoda,1,"array([ 23.19604563, -30.29482409])"
